date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:35	44901/44901	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:34%20GMT	https://sanatandharmajagruti.in/userimg/1000045046_09102024094150.png	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/userimg/1000045046_09102024094150.jpg	(from https://sanatandharmajagruti.in/)
11:21:36	73825/73825	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:35%20GMT	https://sanatandharmajagruti.in/userimg/Videoshot_20240818_080435_0992024100839.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/userimg/Videoshot_20240818_080435_0992024100839.jpg	(from https://sanatandharmajagruti.in/)
11:21:36	118164/118164	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:35%20GMT	https://sanatandharmajagruti.in/userimg/c836a7f8-968b-4fab-887e-5f0548940d67_0962024232311.jpeg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/userimg/c836a7f8-968b-4fab-887e-5f0548940d67_0962024232311.jpg	(from https://sanatandharmajagruti.in/)
11:21:36	41352/41352	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:35%20GMT	https://sanatandharmajagruti.in/userimg/1000043517_0962024170832.png	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/userimg/1000043517_0962024170832.jpg	(from https://sanatandharmajagruti.in/)
11:21:36	208384/208384	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:35%20GMT	https://sanatandharmajagruti.in/webimg/president_12132023112057.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/webimg/president_12132023112057.jpg	(from https://sanatandharmajagruti.in/)
11:21:37	27142/27142	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2005:51:36%20GMT	https://sanatandharmajagruti.in/motive.php?motive_id=657c341db3030	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive48f8.html	(from https://sanatandharmajagruti.in/)
11:21:37	317304/317304	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Sep%202024%2005:51:36%20GMT	https://sanatandharmajagruti.in/motive-img/ram-bhagwan-png_12152023111021.png	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive-img/ram-bhagwan-png_12152023111021.png	(from https://sanatandharmajagruti.in/)
11:21:37	27505/27505	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2005:51:36%20GMT	https://sanatandharmajagruti.in/motive.php?motive_id=6447c4e97e4cf	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motivee37a.html	(from https://sanatandharmajagruti.in/)
11:21:37	25960/25960	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:36%20GMT	https://sanatandharmajagruti.in/motive-img/Social%20Welfare_04252023121745.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive-img/Social%20Welfare_04252023121745.jpg	(from https://sanatandharmajagruti.in/)
11:21:38	27529/27529	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2005:51:37%20GMT	https://sanatandharmajagruti.in/motive.php?motive_id=6447c4c9b1c82	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive7cda.html	(from https://sanatandharmajagruti.in/)
